trial,score,vs_left,action,win_probability,round,win_low,win_high,conv_low,conv_high
1,21,2,large,0.05633614395574556,1,70.0,100.0,,
1,21,2,very_small,0.03430945633571091,1,70.0,100.0,,
1,21,3,small,0.10692352747538222,1,70.0,100.0,,
1,21,3,large,0.10041004806808898,1,70.0,100.0,,
1,21,3,very_small,0.060945425188707915,1,70.0,100.0,,
1,22,0,small,0.018506756785648955,1,70.0,100.0,,
1,22,0,large,0.017138788531857994,1,70.0,100.0,,
1,22,1,small,0.033720050240482254,1,70.0,100.0,,
1,22,1,large,0.031337567063795056,1,70.0,100.0,,
1,22,1,very_small,0.018933122233842404,1,70.0,100.0,,
1,22,2,small,0.05994622182753548,1,70.0,100.0,,
1,22,2,large,0.05579621121051171,1,70.0,100.0,,
1,22,2,very_small,0.0344743218306858,1,70.0,100.0,,
1,22,3,small,0.10676534168937726,1,70.0,100.0,,
1,22,3,large,0.09943270412059765,1,70.0,100.0,,
1,22,3,very_small,0.0612405482432101,1,70.0,100.0,,
1,23,0,small,0.018472533689925727,1,70.0,100.0,,
1,23,0,large,0.016911580865646782,1,70.0,100.0,,
1,23,1,small,0.033658635034098966,1,70.0,100.0,,
1,23,1,large,0.031030718685925784,1,70.0,100.0,,
1,23,1,very_small,0.018992785240593318,1,70.0,100.0,,
1,23,2,small,0.05983931528970444,1,70.0,100.0,,
1,23,2,large,0.05526372745257801,1,70.0,100.0,,
1,23,2,very_small,0.034577392625053244,1,70.0,100.0,,
1,23,3,small,0.10657901024369303,1,70.0,100.0,,
1,23,3,large,0.09847304497875041,1,70.0,100.0,,
1,23,3,very_small,0.06143105511971992,1,70.0,100.0,,
1,24,0,small,0.018432451681290977,1,70.0,100.0,,
1,24,0,large,0.016667725100244432,1,70.0,100.0,,
1,24,1,small,0.033586450223498134,1,70.0,100.0,,
1,24,1,large,0.03057546395154374,1,70.0,100.0,,
1,24,1,very_small,0.01900502155226868,1,70.0,100.0,,
1,24,2,small,0.05971331105568764,1,70.0,100.0,,
1,24,2,large,0.05445271164120939,1,70.0,100.0,,
1,24,2,very_small,0.03459541834425041,1,70.0,100.0,,
1,24,3,small,0.10635881785064312,1,70.0,100.0,,
1,24,3,large,0.09703221510788469,1,70.0,100.0,,
1,24,3,very_small,0.061474667225583306,1,70.0,100.0,,
1,25,0,small,0.018385683535635737,1,70.0,100.0,,
1,25,0,large,0.01767910734991382,1,70.0,100.0,,
1,25,1,small,0.033501989064714924,1,70.0,100.0,,
1,25,1,large,0.03231298182610213,1,70.0,100.0,,
1,25,1,very_small,0.018954135975230782,1,70.0,100.0,,
1,25,2,small,0.05956548495641417,1,70.0,100.0,,
1,25,2,large,0.05741497937677279,1,70.0,100.0,,
1,25,2,very_small,0.03450403749582737,1,70.0,100.0,,
1,25,3,small,0.10609980293692318,1,70.0,100.0,,
1,25,3,large,0.10206168891837913,1,70.0,100.0,,
1,25,3,very_small,0.06132541332614555,1,70.0,100.0,,
1,26,0,small,0.018326821798389105,1,70.0,100.0,,
1,26,0,large,0.01842569357597032,1,70.0,100.0,,
1,26,1,small,0.033395416674545896,1,70.0,100.0,,
1,26,1,large,0.03360323602267711,1,70.0,100.0,,
1,26,1,very_small,0.01884770674384029,1,70.0,100.0,,
1,26,2,small,0.05938483563469807,1,70.0,100.0,,
1,26,2,large,0.05964355592115953,1,70.0,100.0,,
1,26,2,very_small,0.034316269414189235,1,70.0,100.0,,
1,26,3,small,0.10579641278186638,1,70.0,100.0,,
1,26,3,large,0.10593153068616666,1,70.0,100.0,,
1,26,3,very_small,0.061006928865596624,1,70.0,100.0,,
1,27,0,small,0.018231171205649495,1,70.0,100.0,,
1,27,0,large,0.01894017592862272,1,70.0,100.0,,
1,27,1,small,0.03322830041950712,1,70.0,100.0,,
1,27,1,large,0.034496929264242616,1,70.0,100.0,,
1,27,1,very_small,0.018708596855240376,1,70.0,100.0,,
1,27,2,small,0.05909802186198782,1,70.0,100.0,,
1,27,2,large,0.061214381373588866,1,70.0,100.0,,
1,27,2,very_small,0.03407155915508062,1,70.0,100.0,,
1,27,3,small,0.10530269833658491,1,70.0,100.0,,
1,27,3,large,0.10873419831510778,1,70.0,100.0,,
1,27,3,very_small,0.06058572629081563,1,70.0,100.0,,
1,28,0,small,0.0181078741355123,1,70.0,100.0,,
1,28,0,large,0.01925433548347539,1,70.0,100.0,,
1,28,1,small,0.03301843768534129,1,70.0,100.0,,
1,28,1,large,0.03504422814257081,1,70.0,100.0,,
1,28,1,very_small,0.018555232419114127,1,70.0,100.0,,
1,28,2,small,0.05873522355774968,1,70.0,100.0,,
1,28,2,large,0.062200959631497174,1,70.0,100.0,,
1,28,2,very_small,0.03380236671991112,1,70.0,100.0,,
1,28,3,small,0.10466948744196876,1,70.0,100.0,,
1,28,3,large,0.11056177391474323,1,70.0,100.0,,
1,28,3,very_small,0.060117523047875876,1,70.0,100.0,,
1,29,0,small,0.017964633569344544,1,70.0,100.0,,
1,29,0,large,0.0193988924419088,1,70.0,100.0,,
1,29,1,small,0.03277175695422755,1,70.0,100.0,,
1,29,1,large,0.03529233733644565,1,70.0,100.0,,
1,29,1,very_small,0.018402185738455385,1,70.0,100.0,,
1,29,2,small,0.058305145742100516,1,70.0,100.0,,
1,29,2,large,0.06267368223546892,1,70.0,100.0,,
1,29,2,very_small,0.033534089027004055,1,70.0,100.0,,
1,29,3,small,0.10391157824588859,1,70.0,100.0,,
1,29,3,large,0.11150779940426551,1,70.0,100.0,,
1,29,3,very_small,0.05964661686181867,1,70.0,100.0,,
1,30,0,small,0.017886483871483314,1,70.0,100.0,,
